"Name","Type","Write","Description","Object Default","Version"
"Device.DHCPv4.Server.Pool.{i}.Option.{i}.","object(0:)","W","This object specifies the DHCP options that MUST, if enabled, be returned to clients whose DHCP requests are associated with this pool.
At most one entry in this table can exist with a given value for Alias, or with a given value for Tag. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Tag such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DHCPv4.Server.Pool.{i}.Client.{i}.","object(0:)","R","DHCPv4 client table.
This table lists details of DHCPv4 clients that matched the filter criteria of this entry.
At most one entry in this table can exist with a given value for Alias, or with a given value for Chaddr.","-","2.2"
"Device.DHCPv4.Server.Pool.{i}.Client.{i}.IPv4Address.{i}.","object(0:)","R","IPv4 addresses assigned to this client.
At most one entry in this table can exist with a given value for IPAddress.","-","2.2"
"Device.DHCPv4.Server.Pool.{i}.Client.{i}.Option.{i}.","object(0:)","R","DHCPv4 options supplied by this client, e.g. VendorClassID (Option 60), ClientID (option 61) or UserClassID (Option 77).","-","2.2"
"Device.DHCPv4.Relay.","object","R","DHCP Relay Agent (conditional relaying).","-","2.0"
"Device.DHCPv4.Relay.Forwarding.{i}.","object(0:)","W","DHCP Relay Agent Forwarding table.
For enabled table entries, if Interface is not a valid reference then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.DHCPv6.","object","R","The Dynamic Host Configuration Protocol (DHCP) IPv6 object [RFC3315]. This entire object applies to IPv6 only. It contains the Client and Server objects.","-","2.2"
"Device.DHCPv6.Client.{i}.","object(1:)","W","This object contains DHCPv6 client settings for an associated IP Interface indicated by Interface.
For enabled table entries, if Interface is not a valid reference to an IPv6-capable interface (that is attached to the IPv6 stack), then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.DHCPv6.Client.{i}. table includes a unique key parameter that is a strong reference. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.DHCPv6.Client.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.DHCPv6.Client.{i}. row.
This table MUST contain at least 1 entry.
At most one entry in this table can exist with a given value for Alias, or with a given value for Interface. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.DHCPv6.Client.{i}.Server.{i}.","object(0:)","R","This is a transitory table that lists the discovered DHCPv6 servers (it does not model a local DHCP server). Table entries are automatically created to correspond with these servers. However, it is a local matter to the CPE when to delete old table entries.
At most one entry in this table can exist with a given value for SourceAddress.","-","2.2"
"Device.DHCPv6.Client.{i}.SentOption.{i}.","object(0:)","W","The top-level options and option values (including any encapsulated options) that the client will send to the server.
This table is intended only for options that are not part of the basic operation of the protocol, and whose values are simple, do not often change and are not modeled elsewhere. For example, it is appropriate for OPTION_USER_CLASS (whose value is a list of user classes) but is not appropriate for OPTION_RECONF_MSG (which is part of the protocol), OPTION_IA_NA (which is modeled via RequestAddresses) or OPTION_RAPID_COMMIT (which is modeled via RapidCommit).
At most one entry in this table can exist with a given value for Alias, or with a given value for Tag. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Tag such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.DHCPv6.Client.{i}.ReceivedOption.{i}.","object(0:)","R","This is a transitory table that lists all the options received from all servers. Table entries are automatically created to correspond with received options. However, it is a local matter to the CPE when to delete old table entries.
If the same option is received multiple times, whether from one or more servers, it is up to the CPE to decide which entries to include (i.e. whether the same option will be present multiple times). In order to allow for the same option to be present multiple times within the table, this table has no unique key defined.","-","2.2"
"Device.DHCPv6.Server.","object","R","DHCPv6 server configuration.","-","2.2"
"Device.DHCPv6.Server.Pool.{i}.","object(0:)","W","DHCPv6 server pool table.
Each instance of this object defines a DHCPv6 server pool. Client requests are associated with pools based on criteria such as source interface, supplied DHCPv6 options, and source address.
Overlapping pool ranges MUST be supported.
For enabled table entries, if Interface is not a valid reference to an IPv6-capable interface (that is attached to the IPv6 stack) then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
At most one entry in this table can exist with a given value for Alias, or with a given value for Order. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Order such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.DHCPv6.Server.Pool.{i}.Client.{i}.","object(0:)","R","DHCPv6 client table.
This table lists details of DHCPv6 clients that matched the filter criteria of this entry.
At most one entry in this table can exist with a given value for Alias, or with a given value for SourceAddress.","-","2.2"
"Device.DHCPv6.Server.Pool.{i}.Client.{i}.IPv6Address.{i}.","object(0:)","R","IPv6 addresses assigned to this client via IA_NA.
At most one entry in this table can exist with a given value for IPAddress.","-","2.2"
"Device.DHCPv6.Server.Pool.{i}.Client.{i}.IPv6Prefix.{i}.","object(0:)","R","IPv6 prefixes delegated to this client via IA_PD.
At most one entry in this table can exist with a given value for Prefix.","-","2.2"
